Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
pcgamer.com,https://www.pcgamer.com/rss,PC Gamer,Gaming,,,,article,,www.pcgamer.com,Top Sources; Gaming,29,https://www.pcgamer.com/rss
nbcnews.com,https://www.nbcnews.com/rss,NBC News,Top News,,,,article,,www.nbcnews.com,Top Sources; Top News,30,https://feeds.nbcnews.com/nbcnews/public/news
marketwatch.com,https://www.marketwatch.com/rss/topstories,MarketWatch,Business,,,,article,,www.marketwatch.com,Top Sources; Business,31,https://feeds.marketwatch.com/marketwatch/topstories/
techradar.com,https://www.techradar.com/rss,TechRadar,Technology,,,,article,,www.techradar.com,Top Sources; Technology,32,https://www.techradar.com/rss
thegamer.com,https://www.thegamer.com/feed,The Gamer,Gaming,,,,article,,www.thegamer.com,Top Sources; Gaming,33,https://www.thegamer.com/feed
wikihow.com,https://www.wikihow.com/feed.rss,Wikihow,Culture,,,On,article,,www.wikihow.com,Top Sources; Culture,34,
tomsguide.com,https://www.tomsguide.com/feeds/all,Toms Guide,Technology,,,,article,,www.tomsguide.com,Top Sources; Technology,35,https://www.tomsguide.com/feeds/all
theverge.com,https://www.theverge.com/rss/index.xml,The Verge,Technology,,,,article,,www.theverge.com,Top Sources; Technology,36,https://www.theverge.com/rss/full.xml
makeuseof.com,https://www.makeuseof.com/feed/,MakeUseOf,Technology,,,,article,,www.makeuseof.com,Top Sources; Technology,37,https://feeds.feedburner.com/Makeuseof
cbsnews.com,https://www.cbsnews.com/latest/rss/main,CBS News,Top News,,,,article,,www.cbsnews.com,Top Sources; Top News,38,https://www.cbsnews.com/latest/rss/main
lifewire.com,https://www.lifewire.com/feeds/google-news,Lifewire,Technology,,,,article,,www.lifewire.com,Top Sources; Technology,39,https://www.lifewire.com/feeds/google-news
polygon.com,https://www.polygon.com/rss/index.xml,Polygon,Entertainment,,,,article,,www.polygon.com,Top Sources; Gaming,40,
howtogeek.com,https://www.howtogeek.com/feed,How-To Geek,Technology,,,,article,,www.reviewgeek.com;www.howtogeek.com,Top Sources; Technology,41,https://feeds.howtogeek.com/HowToGeek
zerohedge.com,https://feeds.feedburner.com/zerohedge/feed,Zerohedge,Business,,,,article,,www.zerohedge.com,Top Sources; Business,42,
rollingstone.com,https://www.rollingstone.com/rss,Rolling Stone,Entertainment,,,,article,,www.rollingstone.com,Top Sources; Entertainment,43,https://www.rollingstone.com/music/feed/
gamesradar.com,https://www.gamesradar.com/rss.xml,Games Radar,Gaming,,,,article,,www.gamesradar.com,Top Sources; Gaming,44,https://www.gamesradar.com/rss.xml
digitaltrends.com,https://www.digitaltrends.com/feed/,Digital Trends,Technology,,,,article,,www.digitaltrends.com,Top Sources; Technology,45,https://www.digitaltrends.com/feed/
variety.com,https://www.variety.com/rss,Variety,Entertainment,,,,article,,variety.com,Top Sources; Entertainment,46,https://feeds.feedburner.com/variety/headlines
latimes.com,https://www.latimes.com/nation/rss2.0.xml,LA Times,Top News,,,,article,,www.latimes.com,Top Sources; Top News,47,https://www.latimes.com/local/rss2.0.xml
verywellhealth.com,https://www.verywellhealth.com/feeds/google-news,Very Well Health,Health,,,,article,,www.verywellhealth.com,Top Sources; Health,48,https://www.verywellhealth.com/feeds/google-news
tomshardware.com,https://www.tomshardware.com/feeds/all,Tom's Hardware,Technology,,,,article,,www.tomshardware.com,Top Sources; Technology,49,https://www.tomshardware.com/feeds/all
theatlantic.com,https://www.theatlantic.com/feed/all/,The Atlantic,Culture,,,,article,,www.theatlantic.com,Top Sources; Culture,50,https://feeds.feedburner.com/TheAtlantic
thespruce.com,https://www.thespruce.com/feeds/google-news,The Spruce,Home,,,,article,,www.thespruce.com,Home,51,https://www.thespruce.com/feeds/google-news
rogerebert.com,https://www.rogerebert.com/feed,Roger Ebert,Entertainment,,,,article,,www.rogerebert.com,Entertainment,52,https://www.rogerebert.com/feed
fool.com,https://www.fool.com/a/feeds/partner/googlechromefollow?apikey=5e092c1f-c5f9-4428-9219-908a47d2e2de,The Motley Fool,Business,,,,article,,www.fool.com,Business,53,https://www.fool.com/a/feeds/foolwatch?format=rss2&id=foolwatch&apikey=foolwatch-feed
nature.com,https://feeds.nature.com/nature/rss/current,Nature,Science,,,,article,,www.nature.com,Science,54,https://feeds.nature.com/nature/rss/current
nasa.gov,https://www.nasa.gov/rss/dyn/lg_image_of_the_day.rss,NASA Image of the Day,Science,,,,article,,www.nasa.gov,Science,55,
bankrate.com,https://www.bankrate.com/feeds/google-news,Bankrate,Business,,,,article,,www.bankrate.com,Business,56,https://www.bankrate.com/feeds/google-news
cbr.com,https://www.cbr.com/feed/,CBR,Entertainment,,,,article,,www.cbr.com,Entertainment,57,https://www.cbr.com/feed/
si.com,https://www.si.com/.rss/full/,Sports Illustrated,Sports,,,,article,,www.si.com,Sports,58,https://www.si.com/.rss/full/
newsweek.com,https://www.newsweek.com/rss,Newsweek,Top News,,,,article,,www.newsweek.com,Top News,59,https://www.newsweek.com/rss
frontiersin.org,https://blog.frontiersin.org/feed/,Frontiers,Science,,,,article,,blog.frontiersin.org,Science,60,https://blog.frontiersin.org/feed/
caranddriver.com,https://www.caranddriver.com/rss/all.xml/,Car and Driver,Cars,,,,article,,www.caranddriver.com,Cars,61,https://www.caranddriver.com/rss/all.xml/
sportskeeda.com,https://www.sportskeeda.com/feed,Sportskeeda,Sports,,,,article,,www.sportskeeda.com,Sports,62,https://www.sportskeeda.com/feed
drugs.com,https://www.drugs.com/feeds/headline_news.xml,Drugs.com,Health,,,,article,,drugs.com,Health,63,https://www.drugs.com/feeds/headline_news.xml
time.com,https://www.time.com/rss,Time,Top News,,,,article,,time.com,Top News,64,https://www.time.com/rss
independent.co.uk,https://www.independent.co.uk/rss,The Independent,Top News,,,,article,,www.independent.co.uk,Top News,65,https://www.independent.co.uk/rss
hollywoodreporter.com,https://www.hollywoodreporter.com/e/live-feed/feed/,Hollywood Reporter,Entertainment,,,,article,,www.hollywoodreporter.com,Entertainment,66,https://www.hollywoodreporter.com/e/live-feed/feed/
edmunds.com,https://www.edmunds.com/feeds/rss/articles.xml,Edmunds,Cars,,,,article,,www.edmunds.com,Cars,67,https://www.edmunds.com/feeds/rss/articles.xml
thespruceeats.com,https://www.thespruceeats.com/feeds/google-news,The Spruce Eats,Food,,,,article,,www.thespruceeats.com,Food,68,https://www.thespruceeats.com/feeds/google-news
metacritic.com,https://www.metacritic.com/rss/features,Metacritic,Entertainment,,,,article,,www.metacritic.com,Entertainment,69,https://www.metacritic.com/rss/features
deadline.com,https://www.deadline.com/rss,Deadline,Entertainment,,,,article,,deadline.com,Entertainment,70,https://deadline.com/feed/
wired.com,https://www.wired.com/feed/rss,Wired,Technology,,,,article,,www.wired.com,Technology,71,https://www.wired.com/feed
vox.com,https://www.vox.com/rss/index.xml,Vox,Culture,,,,article,,www.vox.com,Culture,72,https://www.vox.com/rss/index.xml
insider.com,https://feeds.insider.com/custom/insider-all,Insider,Top News,,,,article,,www.insider.com,Top News,73,https://feeds.insider.com/custom/insider-all
foxsports.com,https://api.foxsports.com/v2/content/optimized-rss?partnerKey=MB0Wehpmuj2lUhuRhQaafhBjAJqaPU244mlTDK1i&aggregateId=7f83e8ca-6701-5ea0-96ee-072636b67336,FOX Sports,Sports,,,,article,,www.foxsports.com,Sports,74,https://api.foxsports.com/v1/rss
the-sun.com,https://www.the-sun.com/feed/,The Sun US Edition,Top News,,,,article,,www.the-sun.com,Top News,75,https://www.the-sun.com/feed/
dotesports.com,https://dotesports.com/feed,Dot Esports,Gaming,,,,article,,dotesports.com,Gaming,76,https://dotesports.com/feed
chron.com,https://www.chron.com/rss/feed/News-270.php,Chron,Top News,,,,article,,www.chron.com,Top News,77,https://www.chron.com/rss/feed/News-270.php
windowscentral.com,https://www.windowscentral.com/rss.xml,Windows Central,Technology,,,,article,,www.windowscentral.com,Technology,78,https://feeds.feedburner.com/wmexperts
pcgamesn.com,https://www.pcgamesn.com/mainrss.xml,PC GamesN,Gaming,,,,article,,www.pcgamesn.com,Gaming,79,https://www.pcgamesn.com/mainrss.xml
bleacherreport.com,https://www.bleacherreport.com/articles/feed,Bleacher Report,Sports,,,,article,,bleacherreport.com,Sports,80,https://bleacherreport.com/articles/feed
knowyourmeme.com,https://knowyourmeme.com/news.rss,KnowYourMeme,Fun,,,,article,,news.knowyourmeme.com,Fun,81,https://knowyourmeme.com/news.rss
collider.com,https://www.collider.com/feed/,Collider,Entertainment,,,,article,,collider.com,Entertainment,82,https://www.collider.com/feed/
pagesix.com,https://pagesix.com/feed/,Page Six,Entertainment,,,,article,,nypost.com;pagesix.com,Entertainment,83,https://pagesix.com/feed/
foxbusiness.com,https://feeds.foxbusiness.com/foxbusiness/latest,FOX Business,Business,,,On,article,,www.foxbusiness.com,Business,84,https://feeds.foxbusiness.com/foxbusiness/latest
thehill.com,https://thehill.com/feed/,The Hill,Politics,,,,article,,thehill.com,Politics,85,https://thehill.com/rss/syndicator/19110
dexerto.com,https://www.dexerto.com/feed,Dexerto,Gaming,,,,article,,www.dexerto.com,Gaming,86,
usmagazine.com,https://www.usmagazine.com/feed/,Us Weekly,Entertainment,,,,article,,www.usmagazine.com,Entertainment,87,https://www.usmagazine.com/category/entertainment/feed/
sfgate.com,https://www.sfgate.com/rss/feed/Top-News-Stories-595.php,SFGate,Top News,,,,article,,www.sfgate.com,Top News,88,https://www.sfgate.com/rss/feed/Top-News-Stories-595.php
buzzfeed.com,https://www.buzzfeed.com/index.xml,Buzzfeed,Entertainment,,,,article,,www.buzzfeed.com,Entertainment,89,https://www.buzzfeed.com/index.xml
newyorker.com,https://www.newyorker.com/feed/everything,The New Yorker,Culture,,,,article,,www.newyorker.com,Culture,90,https://www.newyorker.com/feed/everything
ycombinator.com,https://news.ycombinator.com/rss,Hacker News,Technology,,,,article,,news.ycombinator.com,Technology,91,https://news.ycombinator.com/rss
alphr.com,https://www.alphr.com/rss,Alphr,Technology,,,,article,,www.alphr.com,Technology,92,https://www.alphr.com/rss
eater.com,https://www.eater.com/rss/index.xml,Eater,Food,,,,article,,www.eater.com;sf.eater.com,Food,93,https://feeds.feedburner.com/EaterNational
techcrunch.com,https://techcrunch.com/feed/,TechCrunch,Technology,,,,article,,techcrunch.com,Technology,94,https://techcrunch.com/feed/
nymag.com,https://feeds.feedburner.com/nymag/intelligencer,New York Magazine,Culture,,,,article,,nymag.com,Culture,95,
verywellmind.com,https://www.verywellmind.com/feeds/google-news,Very Well Mind,Health,,,,article,,www.verywellmind.com,Health,96,https://www.verywellmind.com/feeds/google-news
animenewsnetwork.com,https://www.animenewsnetwork.com/all/rss.xml?ann-edition=us,Anime News Network,Entertainment,,,,article,,www.animenewsnetwork.com,Entertainment,97,
tvinsider.com,https://www.tvinsider.com/feed/,TV Insider,Entertainment,,,,article,,www.tvinsider.com,Entertainment,98,https://www.tvinsider.com/feed/
goodhousekeeping.com,https://www.goodhousekeeping.com/rss/all,Good Housekeeping,Home,,,,article,,www.goodhousekeeping.com,Home,99,https://www.goodhousekeeping.com/rss/all
houzz.com,https://feeds.feedburner.com/houzz,Houzz,Home,,,,article,,www.houzz.com,Home,100,https://www.houzz.com/getGalleries/featured/out-rss
biography.com,https://www.biography.com/.rss/excerpt/,Biography,Culture,,,,article,,www.biography.com,Culture,101,https://www.biography.com/.rss/excerpt/
aljazeera.com,https://www.aljazeera.com/xml/rss/all.xml,Al Jazeera,World News,,,,article,,www.aljazeera.com,World News,102,https://www.aljazeera.com/xml/rss/all.xml
thedailybeast.com,https://feeds.thedailybeast.com/rss/articles,The Daily Beast,Politics,,,,article,,www.thedailybeast.com,Politics,103,https://feeds.feedburner.com/thedailybeast/articles
tasteofhome.com,https://www.tasteofhome.com/feed/,Taste of Home,Home,,,,article,,www.tasteofhome.com,Home,104,https://www.tasteofhome.com/feed/
livescience.com,https://www.livescience.com/feeds/all,Livescience.com,Science,,,,article,,www.livescience.com,Science,105,https://feeds.feedburner.com/Livesciencecom
rockpapershotgun.com,https://www.rockpapershotgun.com/feed,Rock Paper Shotgun,Gaming,,,,article,,www.rockpapershotgun.com,Gaming,106,https://www.rockpapershotgun.com/feed
huffpost.com,https://www.huffpost.com/section/front-page/feed,Huffpost,Politics,,,,article,,www.huffpost.com,Politics,107,
macrumors.com,https://feeds.macrumors.com/MacRumors-Front,MacRumors,Technology,,,,article,,macrumors.com,Technology,108,
arstechnica.com,https://feeds.arstechnica.com/arstechnica/index,Ars Technica,Science,,,,article,,arstechnica.com,Science,109,http://feeds.arstechnica.com/arstechnica/science
politico.com,https://rss.politico.com/politics-news.xml,Politico,Politics,,,,article,,www.politico.com,Politics,110,https://rss.politico.com/politics-news.xml
decider.com,https://decider.com/feed/,Decider,Entertainment,,,,article,,decider.com,Entertainment,111,https://decider.com/feed/
looper.com,https://www.looper.com/feed/rss/,Looper,Entertainment,,,,article,,www.looper.com,Entertainment,112,https://www.looper.com/feed/rss/
breitbart.com,https://feeds.feedburner.com/breitbart,Breitbart,Politics,,,,article,,www.breitbart.com,Politics,113,https://feeds.feedburner.com/breitbart
parade.com,https://parade.com/.rss/full/,Parade,Culture,,,,article,,parade.com,Culture,114,https://parade.com/.rss/full/
bobvila.com,https://www.bobvila.com/rss,Bob Vila,Home,,,,article,,www.bobvila.com,Home,115,https://www.bobvila.com/rss.xml
thewindowsclub.com,https://www.thewindowsclub.com/feed,The Windows Club,Technology,,,,article,,www.thewindowsclub.com,Technology,116,https://www.thewindowsclub.com/feed
medicinenet.com,https://www.medicinenet.com/rss/dailyhealth.xml,MedicineNet,Health,,,,article,,www.medicinenet.com,Health,117,https://www.medicinenet.com/rss/dailyhealth.xml
allmusic.com,https://www.allmusic.com/rss,All Music,Entertainment,,,,article,,www.allmusic.com,Entertainment,118,https://www.allmusic.com/rss
citizenfreepress.com,https://citizenfreepress.com/feed/,CitizenFreePress,Politics,,,,article,,citizenfreepress.com,Politics,119,https://citizenfreepress.com/feed/
rtings.com,https://www.rtings.com/reviews-rss.xml,Rtings,Technology,,,,article,,www.rtings.com,Technology,120,https://www.rtings.com/reviews-rss.xml
windowsreport.com,https://feeds.feedburner.com/WindowsReport2,Windows Report,Technology,,,,article,,windowsreport.com,Technology,121,https://feeds.feedburner.com/WindowsReport2
psychologytoday.com,https://www.psychologytoday.com/us/front/feed,Psychology Today,Health,,,,article,,www.psychologytoday.com,Health,122,https://www.psychologytoday.com/us/front/feed
androidauthority.com,https://www.androidauthority.com/feed,Android Authority,Technology,,,,article,,www.androidauthority.com,Technology,123,https://www.androidauthority.com/feed
thepointsguy.com,https://thepointsguy.com/feed/,The Points Guy,Travel,,,,article,,thepointsguy.com,Travel,124,https://feeds.feedburner.com/thepointsguy
progameguides.com,https://progameguides.com/feed/,PreGameGuides,Gaming,,,,article,,progameguides.com,Gaming,125,https://progameguides.com/feed/
sportingnews.com,https://www.sportingnews.com/rss,Sportingnews,Sports,,,,article,,www.sportingnews.com,Sports,126,https://www.sportingnews.com/rss
billboard.com,https://www.billboard.com/rss,Billboard,Entertainment,,,,article,,www.billboard.com,Entertainment,127,https://www.billboard.com/rss
gardeningknowhow.com,https://www.gardeningknowhow.com/rss,Gardening Know How,Home,,,,article,,www.gardeningknowhow.com,Home,128,https://www.gardeningknowhow.com/rss
vg247.com,https://www.vg247.com/feed,VG247,Gaming,,,,article,,www.vg247.com,Gaming,129,https://www.vg247.com/feed
seriouseats.com,https://www.seriouseats.com/feeds/google-news,Serious Eats,Food,,,,article,,www.seriouseats.com,Food,130,https://feeds.seriouseats.com/seriouseatsfeaturesvideos
indiewire.com,https://www.indiewire.com/feed/,IndieWire,Entertainment,,,On,article,,www.indiewire.com,Entertainment,131,https://www.indiewire.com/feed/
seekingalpha.com,https://seekingalpha.com/feed.xml,Seeking Alpha,Business,,,,article,,seekingalpha.com,Business,132,https://seekingalpha.com/feed.xml
theathletic.com,https://www.theathletic.com/rss-feed/,The Athletic,Sports,,,,article,,theathletic.com,Sports,133,https://theathletic.com/rss-feed/
gamertweak.com,https://gamertweak.com/feed/,Gamertweak,Gaming,,,,article,,gamertweak.com,Gaming,134,https://gamertweak.com/feed/
commonsensemedia.org,https://www.commonsensemedia.org/rss.xml,Common Sense Media,Culture,,,,article,,www.commonsensemedia.org,Culture,135,https://www.commonsensemedia.org/rss.xml
delish.com,https://www.delish.com/rss/all,Delish,Food,,,,article,,www.delish.com,Food,136,https://www.delish.com/rss/all
spiceworks.com,https://www.spiceworks.com/feed/,Spiceworks,Technology,,,,article,,www.spiceworks.com,Technology,137,
zdnet.com,https://www.zdnet.com/news/rss.xml,ZDNet,Technology,,,,article,,www.zdnet.com,Technology,138,https://www.zdnet.com/news/rss.xml
howstuffworks.com,https://syndication.howstuffworks.com/rss/HSW,HowStuffWorks,Culture,,,,article,,money.howstuffworks.com;home.howstuffworks.com;recipes.howstuffworks.com;science.howstuffworks.com;entertainment.howstuffworks.com;animals.howstuffworks.com;history.howstuffworks.com;lifestyle.howstuffworks.com;people.howstuffworks.com;health.howstuffworks.com;adventure.howstuffworks.com,Culture,139,https://syndication.howstuffworks.com/rss/HSW
mashable.com,https://mashable.com/feeds/rss/all,Mashable,Technology,,,On,article,,mashable.com,Technology,140,https://feeds.mashable.com/Mashable
rawstory.com,https://www.rawstory.com/feeds/feed.rss,RawStory,Politics,,,,article,,www.rawstory.com,Politics,141,https://www.rawstory.com/feeds/feed.rss
smithsonianmag.com,https://www.smithsonianmag.com/rss/latest_articles,Smithsonian Magazine,Science,,,,article,,www.smithsonianmag.com,Science,142,https://feeds.feedburner.com/smithsonianmag/science-nature
theconversation.com,https://www.theconversation.com/us/home-page/articles.atom,The Conversation,Culture,,,,article,,theconversation.com,Culture,143,
tmz.com,https://www.tmz.com/rss.xml,TMZ,Entertainment,,,,article,,www.tmz.com,Entertainment,144,https://www.tmz.com/rss.xml
space.com,https://www.space.com/feeds/all,Space.com,Science,,,,article,,www.space.com,Science,145,https://www.space.com/feeds/all
inverse.com,https://www.inverse.com/rss,Inverse,Science,,,,article,,www.inverse.com,Science,146,https://www.inverse.com/rss
timeout.com,https://www.timeout.com/feed.rss,Timeout,Entertainment,,,,article,,www.timeout.com,Entertainment,147,https://www.timeout.com/feed.rss
gamepur.com,https://www.gamepur.com/feed,Gamepur,Gaming,,,,article,,www.gamepur.com,Gaming,148,https://www.gamepur.com/feed
gamerescape.com,https://gamerescape.com/feed/,Gamer Escape,Gaming,,,,article,,gamerescape.com,Gaming,149,
pitchfork.com,https://pitchfork.com/feed/feed-news/rss,Pitchfork,Entertainment,,,,article,,pitchfork.com,Entertainment,150,https://pitchfork.com/feed/feed-news/rss
vanityfair.com,https://www.vanityfair.com/rss,Vanity Fair,Culture,,,,article,,www.vanityfair.com,Culture,151,https://www.vanityfair.com/feed/rss
denofgeek.com,https://www.denofgeek.com/feed/,Den of Geek,Gaming,,,,article,,www.denofgeek.com,Gaming,152,https://www.denofgeek.com/feed/
comicbook.com,https://www.comicbook.com/rss,Comicbook,Gaming,,,,article,,comicbook.com,Gaming,153,https://www.comicbook.com/rss
cheatsheet.com,https://www.cheatsheet.com/feed/,Showbiz Cheat Sheet,Entertainment,,,,article,,www.cheatsheet.com,Entertainment,154,
cosmopolitan.com,https://www.cosmopolitan.com/rss,Cosmopolitan,Fashion,,,,article,,www.cosmopolitan.com,Fashion,155,https://www.cosmopolitan.com/rss
thekitchn.com,https://www.thekitchn.com/main.rss,Kitchn,Food,,,,article,,www.thekitchn.com,Food,156,https://feeds.feedburner.com/apartmenttherapy/thekitchn
esquire.com,https://www.esquire.com/rss/all,Esquire,Fashion,,,,article,,www.esquire.com,Fashion,157,https://www.esquire.com/rss/style.xml/
thegatewaypundit.com,https://www.thegatewaypundit.com/feed/,The Gateway Pundit,Politics,,,,article,,www.thegatewaypundit.com,Politics,158,https://www.thegatewaypundit.com/feed/
techspot.com,https://www.techspot.com/backend.xml,Techspot,Technology,,,,article,,www.techspot.com,Technology,159,https://www.techspot.com/backend.xml
nme.com,https://www.nme.com/feed,NME,Entertainment,,,,article,,www.nme.com,Entertainment,160,https://www.nme.com/feed
hitc.com,https://www.hitc.com/feed/,HITC,Entertainment,,,,article,,www.hitc.com,Entertainment,161,
menshealth.com,https://www.menshealth.com/rss,Men's Health,Health,,,,article,,www.menshealth.com,Health,162,https://www.menshealth.com/rss/all.xml/
fanbyte.com,https://www.fanbyte.com/rss,Fanbyte,Gaming,,,,article,,www.fanbyte.com,Gaming,163,https://www.fanbyte.com/rss
theepochtimes.com,https://www.theepochtimes.com/c-us/feed,The Epoch Times,Politics,,,,article,,www.theepochtimes.com,Top News,164,https://www.theepochtimes.com/feed
familyhandyman.com,https://www.familyhandyman.com/feed/,Familyhandyman,Home,,,,article,,www.familyhandyman.com,Home,165,https://www.familyhandyman.com/feed/
fortune.com,https://www.fortune.com/rss,Fortune,Business,,,,article,,fortune.com,Business,166,https://fortune.com/feed/
bustle.com,https://www.bustle.com/rss,Bustle,Entertainment,,,,article,,www.bustle.com,Entertainment,167,https://www.bustle.com/rss
pcworld.com,https://www.pcworld.com/feed,PCWorld,Technology,,,,article,,www.pcworld.com,Technology,168,https://www.pcworld.com/feed
engadget.com,https://www.engadget.com/rss.xml,Engadget,Technology,,,,article,,www.engadget.com,Technology,169,https://www.engadget.com/rss-full.xml
foodandwine.com,https://www.foodandwine.com/feeds/google-news,Food & Wine Magazine,Food,,,,article,,foodandwine.com,Food,170,https://www.foodandwine.com/feeds/google-news
rd.com,https://www.rd.com/feed/,Reader's Digest,Health,,,,article,,www.rd.com,Health,171,https://www.rd.com/feed/
thewrap.com,https://www.thewrap.com/feed/,The Wrap,Entertainment,,,,article,,www.thewrap.com,Entertainment,172,https://www.thewrap.com/feed/
byrdie.com,https://www.byrdie.com/feeds/google-news,Byrdie,Health,,,,article,,www.byrdie.com,Health,173,https://www.byrdie.com/feeds/google-news
dailywire.com,https://www.dailywire.com/rss.xml,Dailywire,Politics,,,,article,,www.dailywire.com,Politics,174,https://www.dailywire.com/rss.xml
pushsquare.com,https://www.pushsquare.com/feeds/latest,Push Square,Gaming,,,,article,,www.pushsquare.com,Gaming,175,https://www.pushsquare.com/feeds/latest
imore.com,https://www.imore.com/rss.xml,iMore,Technology,,,,article,,www.imore.com,Technology,176,https://www.imore.com/rss.xml
eonline.com,https://www.eonline.com/rss,E! Online,Entertainment,,,,article,,www.eonline.com,Entertainment,177,https://syndication.eonline.com/syndication/feeds/rssfeeds/topstories.xml
apa.org,https://www.apa.org/news/apa/rss.xml,American Psychological Association,Health,,,,article,,www.apa.org,Health,178,https://www.apa.org/news/apa/rss.xml
scientificamerican.com,https://rss.sciam.com/ScientificAmerican-Global,Scientific American,Science,,,,article,,www.scientificamerican.com,Science,179,https://rss.sciam.com/ScientificAmerican-Global
9to5mac.com,https://9to5mac.com/feed/,9to5Mac,Technology,,,,article,,9to5mac.com,Technology,180,https://9to5mac.com/feed/
